"GO.ID","Term","Annotated","Significant","Expected","pvalue"
"GO:0046620","regulation of organ growth",60,8,6.75,1
"GO:0002758","innate immune response-activating signaling pathway",295,28,33.21,1
"GO:0046621","negative regulation of organ growth",25,5,2.81,1
"GO:0009894","regulation of catabolic process",1041,139,117.19,1
"GO:0170062","nutrient storage",81,8,9.12,1
"GO:0098810","neurotransmitter reuptake",31,2,3.49,1
"GO:0098813","nuclear chromosome segregation",312,25,35.12,1
"GO:1905634","regulation of protein localization to chromatin",14,1,1.58,1
"GO:0006690","icosanoid metabolic process",114,11,12.83,1
"GO:0006692","prostanoid metabolic process",47,5,5.29,1
"GO:0034204","lipid translocation",60,10,6.75,1
"GO:0034205","amyloid-beta formation",47,4,5.29,1
"GO:1990840","response to lectin",21,3,2.36,1
"GO:0046649","lymphocyte activation",685,61,77.11,1
"GO:1990849","vacuolar localization",80,9,9.01,1
"GO:0090322","regulation of superoxide metabolic process",30,6,3.38,1
"GO:0046632","alpha-beta T cell differentiation",122,11,13.73,1
"GO:0046633","alpha-beta T cell proliferation",33,2,3.71,1
"GO:0046634","regulation of alpha-beta T cell activation",97,9,10.92,1
"GO:0046635","positive regulation of alpha-beta T cell activation",56,5,6.3,1
"GO:0062237","protein localization to postsynapse",52,11,5.85,1
"GO:0046637","regulation of alpha-beta T cell differentiation",64,6,7.2,1
"GO:2000351","regulation of endothelial cell apoptotic process",52,1,5.85,1
"GO:0090329","regulation of DNA-templated DNA replication",46,6,5.18,1
"GO:0046639","negative regulation of alpha-beta T cell differentiation",25,2,2.81,1
"GO:0002712","regulation of B cell mediated immunity",39,3,4.39,1
"GO:0060993","kidney morphogenesis",62,4,6.98,1
"GO:0002713","negative regulation of B cell mediated immunity",10,1,1.13,1
"GO:0002714","positive regulation of B cell mediated immunity",26,2,2.93,1
"GO:0002715","regulation of natural killer cell mediated immunity",53,4,5.97,1
"GO:0002716","negative regulation of natural killer cell mediated immunity",24,1,2.7,1
"GO:0002717","positive regulation of natural killer cell mediated immunity",30,4,3.38,1
"GO:0060998","regulation of dendritic spine development",52,8,5.85,1
"GO:0097468","programmed cell death in response to reactive oxygen species",17,2,1.91,1
"GO:0002718","regulation of cytokine production involved in immune response",94,10,10.58,1
"GO:0002719","negative regulation of cytokine production involved in immune response",25,1,2.81,1
"GO:1990839","response to endothelin",11,1,1.24,1
"GO:0090311","regulation of protein deacetylation",17,4,1.91,1
"GO:0036037","CD8-positive, alpha-beta T cell activation",37,1,4.17,1
"GO:0006664","glycolipid metabolic process",111,10,12.5,1
"GO:1901880","negative regulation of protein depolymerization",70,7,7.88,1
"GO:0002730","regulation of dendritic cell cytokine production",13,2,1.46,1
"GO:1901881","positive regulation of protein depolymerization",20,2,2.25,1
"GO:0097485","neuron projection guidance",186,39,20.94,1
"GO:0006650","glycerophospholipid metabolic process",303,47,34.11,1
"GO:0090335","regulation of brown fat cell differentiation",24,3,2.7,1
"GO:0046605","regulation of centrosome cycle",59,4,6.64,1
"GO:0046606","negative regulation of centrosome cycle",11,1,1.24,1
"GO:0062207","regulation of pattern recognition receptor signaling pathway",186,19,20.94,1
"GO:0170041","non-proteinogenic amino acid metabolic process",55,6,6.19,1
"GO:1901873","regulation of post-translational protein modification",215,30,24.2,1
"GO:1901874","negative regulation of post-translational protein modification",83,10,9.34,1
"GO:1901875","positive regulation of post-translational protein modification",117,17,13.17,1
"GO:0060966","regulation of gene silencing by regulatory ncRNA",37,4,4.17,1
"GO:1990806","ligand-gated ion channel signaling pathway",36,3,4.05,1
"GO:0060967","negative regulation of gene silencing by regulatory ncRNA",19,2,2.14,1
"GO:1901879","regulation of protein depolymerization",88,7,9.91,1
"GO:0097479","synaptic vesicle localization",61,14,6.87,1
"GO:0006684","sphingomyelin metabolic process",21,2,2.36,1
"GO:0006687","glycosphingolipid metabolic process",69,7,7.77,1
"GO:0036005","response to macrophage colony-stimulating factor",17,1,1.91,1
"GO:2000316","regulation of T-helper 17 type immune response",34,4,3.83,1
"GO:2000317","negative regulation of T-helper 17 type immune response",14,2,1.58,1
"GO:0006670","sphingosine metabolic process",22,3,2.48,1
"GO:2000319","regulation of T-helper 17 cell differentiation",26,3,2.93,1
"GO:0030449","regulation of complement activation",27,2,3.04,1
"GO:0034762","regulation of transmembrane transport",355,49,39.96,1
"GO:0034763","negative regulation of transmembrane transport",101,10,11.37,1
"GO:0034765","regulation of monoatomic ion transmembrane transport",257,40,28.93,1
"GO:0034766","negative regulation of monoatomic ion transmembrane transport",70,9,7.88,1
"GO:0034767","positive regulation of monoatomic ion transmembrane transport",115,19,12.95,1
"GO:0006677","glycosylceramide metabolic process",19,1,2.14,1
"GO:0002700","regulation of production of molecular mediator of immune response",142,14,15.99,1
"GO:0002701","negative regulation of production of molecular mediator of immune response",33,1,3.71,1
"GO:0002703","regulation of leukocyte mediated immunity",212,19,23.87,1
"GO:0002704","negative regulation of leukocyte mediated immunity",63,4,7.09,1
"GO:0002705","positive regulation of leukocyte mediated immunity",124,14,13.96,1
"GO:0045216","cell-cell junction organization",183,26,20.6,1
"GO:0002706","regulation of lymphocyte mediated immunity",162,12,18.24,1
"GO:0002707","negative regulation of lymphocyte mediated immunity",56,4,6.3,1
"GO:0002708","positive regulation of lymphocyte mediated immunity",102,8,11.48,1
"GO:0002709","regulation of T cell mediated immunity",95,8,10.69,1
"GO:1902991","regulation of amyloid precursor protein catabolic process",46,5,5.18,1
"GO:1902992","negative regulation of amyloid precursor protein catabolic process",21,3,2.36,1
"GO:0090304","nucleic acid metabolic process",4933,437,555.33,1
"GO:0014741","negative regulation of muscle hypertrophy",37,6,4.17,1
"GO:0060972","left/right pattern formation",87,11,9.79,1
"GO:0014742","positive regulation of muscle hypertrophy",28,3,3.15,1
"GO:0014743","regulation of muscle hypertrophy",63,9,7.09,1
"GO:0060976","coronary vasculature development",22,1,2.48,1
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane",26,4,2.93,1
"GO:0001325","formation of extrachromosomal circular DNA",15,1,1.69,1
"GO:0090493","catecholamine uptake",17,2,1.91,1
"GO:0090494","dopamine uptake",16,2,1.8,1
"GO:1902965","regulation of protein localization to early endosome",10,1,1.13,1
"GO:0090497","mesenchymal cell migration",43,6,4.84,1
"GO:0006638","neutral lipid metabolic process",119,12,13.4,1
"GO:0006639","acylglycerol metabolic process",119,12,13.4,1
"GO:1901800","positive regulation of proteasomal protein catabolic process",109,15,12.27,1
"GO:0051960","regulation of nervous system development",341,50,38.39,1
"GO:0051961","negative regulation of nervous system development",100,16,11.26,1
"GO:0051962","positive regulation of nervous system development",213,34,23.98,1
"GO:0014706","striated muscle tissue development",260,27,29.27,1
"GO:0051952","regulation of amine transport",66,15,7.43,1
"GO:0051953","negative regulation of amine transport",21,5,2.36,1
"GO:0030193","regulation of blood coagulation",65,5,7.32,1
"GO:0051954","positive regulation of amine transport",32,6,3.6,1
"GO:0051955","regulation of amino acid transport",33,5,3.71,1
"GO:0010182","sugar mediated signaling pathway",10,1,1.13,1
"GO:0043954","cellular component maintenance",79,15,8.89,1
"GO:0051984","positive regulation of chromosome segregation",28,2,3.15,1
"GO:0051985","negative regulation of chromosome segregation",61,4,6.87,1
"GO:0009595","detection of biotic stimulus",38,2,4.28,1
"GO:0002886","regulation of myeloid leukocyte mediated immunity",47,7,5.29,1
"GO:0014896","muscle hypertrophy",82,12,9.23,1
"GO:0014897","striated muscle hypertrophy",80,12,9.01,1
"GO:0002889","regulation of immunoglobulin mediated immune response",39,3,4.39,1
"GO:0051926","negative regulation of calcium ion transport",47,4,5.29,1
"GO:0043921","host-mediated perturbation of viral transcription",28,2,3.15,1
"GO:0098542","defense response to other organism",1061,109,119.44,1
"GO:1902946","protein localization to early endosome",13,1,1.46,1
"GO:0002820","negative regulation of adaptive immune response",63,5,7.09,1
"GO:0070341","fat cell proliferation",17,2,1.91,1
"GO:0042592","homeostatic process",1454,182,163.68,1
"GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",60,5,6.75,1
"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",98,10,11.03,1
"GO:0002825","regulation of T-helper 1 type immune response",34,1,3.83,1
"GO:0042596","fear response",21,5,2.36,1
"GO:0051917","regulation of fibrinolysis",17,1,1.91,1
"GO:0002828","regulation of type 2 immune response",24,3,2.7,1
"GO:1902930","regulation of alcohol biosynthetic process",49,9,5.52,1
"GO:0098534","centriole assembly",50,5,5.63,1
"GO:0045761","regulation of adenylate cyclase activity",31,4,3.49,1
"GO:1901568","fatty acid derivative metabolic process",80,14,9.01,1
"GO:0002819","regulation of adaptive immune response",183,18,20.6,1
"GO:0140962","multicellular organismal-level chemical homeostasis",65,5,7.32,1
"GO:0140966","piRNA-mediated heterochromatin formation",16,1,1.8,1
"GO:1901550","regulation of endothelial cell development",17,3,1.91,1
"GO:0051931","regulation of sensory perception",17,6,1.91,1
"GO:0014855","striated muscle cell proliferation",51,5,5.74,1
"GO:0048066","developmental pigmentation",34,2,3.83,1
"GO:0014856","skeletal muscle cell proliferation",15,2,1.69,1
"GO:0014857","regulation of skeletal muscle cell proliferation",12,2,1.35,1
"GO:0051937","catecholamine transport",52,12,5.85,1
"GO:0009581","detection of external stimulus",113,16,12.72,1
"GO:0043933","protein-containing complex organization",1778,222,200.16,1
"GO:0009583","detection of light stimulus",53,9,5.97,1
"GO:0002832","negative regulation of response to biotic stimulus",120,13,13.51,1
"GO:0002833","positive regulation of response to biotic stimulus",402,41,45.25,1
"GO:0061383","trabecula morphogenesis",28,2,3.15,1
"GO:0002834","regulation of response to tumor cell",32,4,3.6,1
"GO:0002835","negative regulation of response to tumor cell",11,1,1.24,1
"GO:0002836","positive regulation of response to tumor cell",17,3,1.91,1
"GO:0002837","regulation of immune response to tumor cell",31,4,3.49,1
"GO:0061387","regulation of extent of cell growth",78,14,8.78,1
"GO:0014887","cardiac muscle adaptation",19,1,2.14,1
"GO:0014888","striated muscle adaptation",34,2,3.83,1
"GO:0061371","determination of heart left/right asymmetry",46,7,5.18,1
"GO:0070302","regulation of stress-activated protein kinase signaling cascade",33,3,3.71,1
"GO:0070304","positive regulation of stress-activated protein kinase signaling cascade",18,1,2.03,1
"GO:0042558","pteridine-containing compound metabolic process",33,3,3.71,1
"GO:0042559","pteridine-containing compound biosynthetic process",15,1,1.69,1
"GO:0019068","virion assembly",34,2,3.83,1
"GO:0051904","pigment granule transport",19,5,2.14,1
"GO:0051905","establishment of pigment granule localization",20,5,2.25,1
"GO:0071941","nitrogen cycle metabolic process",13,2,1.46,1
"GO:0019058","viral life cycle",279,22,31.41,1
"GO:0019080","viral gene expression",79,11,8.89,1
"GO:0061318","renal filtration cell differentiation",16,2,1.8,1
"GO:0098698","postsynaptic specialization assembly",36,6,4.05,1
"GO:0014841","skeletal muscle satellite cell proliferation",13,2,1.46,1
"GO:0019079","viral genome replication",107,7,12.05,1
"GO:1901532","regulation of hematopoietic progenitor cell differentiation",34,1,3.83,1
"GO:0061333","renal tubule morphogenesis",52,3,5.85,1
"GO:0045738","negative regulation of DNA repair",39,2,4.39,1
"GO:0048048","embryonic eye morphogenesis",26,3,2.93,1
"GO:0061339","establishment or maintenance of monopolar cell polarity",15,4,1.69,1
"GO:0030101","natural killer cell activation",84,9,9.46,1
"GO:0042542","response to hydrogen peroxide",79,5,8.89,1
"GO:0071900","regulation of protein serine/threonine kinase activity",105,12,11.82,1
"GO:0071901","negative regulation of protein serine/threonine kinase activity",29,1,3.26,1
"GO:0090199","regulation of release of cytochrome c from mitochondria",40,5,4.5,1
"GO:2000403","positive regulation of lymphocyte migration",38,6,4.28,1
"GO:0098657","import into cell",948,137,106.72,1
"GO:0098659","inorganic cation import across plasma membrane",134,20,15.08,1
"GO:1901503","ether biosynthetic process",13,3,1.46,1
"GO:0008064","regulation of actin polymerization or depolymerization",131,15,14.75,1
"GO:0061307","cardiac neural crest cell differentiation involved in heart development",10,1,1.13,1
"GO:0061308","cardiac neural crest cell development involved in heart development",10,1,1.13,1
"GO:0010256","endomembrane system organization",583,83,65.63,1
"GO:0010257","NADH dehydrogenase complex assembly",39,3,4.39,1
"GO:0048002","antigen processing and presentation of peptide antigen",65,6,7.32,1
"GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus",52,3,5.85,1
"GO:0050432","catecholamine secretion",38,11,4.28,1
"GO:0050433","regulation of catecholamine secretion",36,11,4.05,1
"GO:0042509","regulation of tyrosine phosphorylation of STAT protein",34,4,3.83,1
"GO:0090181","regulation of cholesterol metabolic process",47,5,5.29,1
"GO:0010224","response to UV-B",17,1,1.91,1
"GO:1900077","negative regulation of cellular response to insulin stimulus",37,4,4.17,1
"GO:1900078","positive regulation of cellular response to insulin stimulus",21,1,2.36,1
"GO:0090189","regulation of branching involved in ureteric bud morphogenesis",19,2,2.14,1
"GO:0030261","chromosome condensation",41,1,4.62,1
"GO:0030262","apoptotic nuclear changes",24,1,2.7,1
"GO:0002573","myeloid leukocyte differentiation",195,14,21.95,1
"GO:1900024","regulation of substrate adhesion-dependent cell spreading",57,11,6.42,1
"GO:0002520","immune system development",121,11,13.62,1
"GO:0002521","leukocyte differentiation",518,43,58.31,1
"GO:0002526","acute inflammatory response",91,5,10.24,1
"GO:0042698","ovulation cycle",48,6,5.4,1
"GO:1901661","quinone metabolic process",23,5,2.59,1
"GO:1901663","quinone biosynthetic process",19,4,2.14,1
"GO:2000155","positive regulation of cilium-dependent cell motility",14,4,1.58,1
"GO:0009651","response to salt stress",18,1,2.03,1
"GO:0010232","vascular transport",89,9,10.02,1
"GO:0090114","COPII-coated vesicle budding",43,5,4.84,1
"GO:0032096","negative regulation of response to food",15,3,1.69,1
"GO:1900046","regulation of hemostasis",66,5,7.43,1
"GO:1900047","negative regulation of hemostasis",47,4,5.29,1
"GO:0061450","trophoblast cell migration",21,1,2.36,1
"GO:1900048","positive regulation of hemostasis",26,2,2.93,1
"GO:2000181","negative regulation of blood vessel morphogenesis",107,11,12.05,1
"GO:0061458","reproductive system development",154,16,17.34,1
"GO:0090140","regulation of mitochondrial fission",30,5,3.38,1
"GO:0030278","regulation of ossification",100,14,11.26,1
"GO:1901658","glycosyl compound catabolic process",20,2,2.25,1
"GO:0002532","production of molecular mediator involved in inflammatory response",87,11,9.79,1
"GO:0002534","cytokine production involved in inflammatory response",65,11,7.32,1
"GO:1904356","regulation of telomere maintenance via telomere lengthening",55,7,6.19,1
"GO:2000177","regulation of neural precursor cell proliferation",57,6,6.42,1
"GO:1904357","negative regulation of telomere maintenance via telomere lengthening",31,4,3.49,1
"GO:0090130","tissue migration",87,10,9.79,1
"GO:1904358","positive regulation of telomere maintenance via telomere lengthening",26,2,2.93,1
"GO:0090132","epithelium migration",83,10,9.34,1
"GO:0022613","ribonucleoprotein complex biogenesis",497,27,55.95,1
"GO:0022616","DNA strand elongation",37,2,4.17,1
"GO:0030212","hyaluronan metabolic process",34,2,3.83,1
"GO:0009620","response to fungus",56,6,6.3,1
"GO:0045822","negative regulation of heart contraction",18,1,2.03,1
"GO:0045823","positive regulation of heart contraction",34,4,3.83,1
"GO:1901623","regulation of lymphocyte chemotaxis",21,4,2.36,1
"GO:1904375","regulation of protein localization to cell periphery",151,32,17,1
"GO:0002501","peptide antigen assembly with MHC protein complex",19,2,2.14,1
"GO:2000142","regulation of DNA-templated transcription initiation",88,3,9.91,1
"GO:2000143","negative regulation of DNA-templated transcription initiation",14,1,1.58,1
"GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",32,2,3.6,1
"GO:2000144","positive regulation of DNA-templated transcription initiation",71,2,7.99,1
"GO:0002507","tolerance induction",28,1,3.15,1
"GO:2000147","positive regulation of cell motility",554,72,62.37,1
"GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",94,9,10.58,1
"GO:0061440","kidney vasculature development",29,4,3.26,1
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition",58,4,6.53,1
"GO:0009649","entrainment of circadian clock",26,3,2.93,1
"GO:0090109","regulation of cell-substrate junction assembly",65,8,7.32,1
"GO:0070192","chromosome organization involved in meiotic cell cycle",46,3,5.18,1
"GO:0070193","synaptonemal complex organization",19,2,2.14,1
"GO:0061448","connective tissue development",193,20,21.73,1
"GO:0070199","establishment of protein localization to chromosome",21,3,2.36,1
"GO:1901632","regulation of synaptic vesicle membrane organization",21,6,2.36,1
"GO:0045833","negative regulation of lipid metabolic process",95,5,10.69,1
"GO:0045834","positive regulation of lipid metabolic process",130,15,14.63,1
"GO:1901634","positive regulation of synaptic vesicle membrane organization",15,5,1.69,1
"GO:0045837","negative regulation of membrane potential",11,1,1.24,1
"GO:0061437","renal system vasculature development",29,4,3.26,1
"GO:0045839","negative regulation of mitotic nuclear division",64,4,7.2,1
"GO:1905952","regulation of lipid localization",152,15,17.11,1
"GO:1905953","negative regulation of lipid localization",54,4,6.08,1
"GO:0099084","postsynaptic specialization organization",57,9,6.42,1
"GO:1905954","positive regulation of lipid localization",92,9,10.36,1
"GO:0030201","heparan sulfate proteoglycan metabolic process",45,8,5.07,1
"GO:0030202","heparin proteoglycan metabolic process",15,1,1.69,1
"GO:0030203","glycosaminoglycan metabolic process",64,4,7.2,1
"GO:0002694","regulation of leukocyte activation",507,39,57.08,1
"GO:0002697","regulation of immune effector process",333,33,37.49,1
"GO:0042633","hair cycle",55,3,6.19,1
"GO:2000106","regulation of leukocyte apoptotic process",62,8,6.98,1
"GO:0070167","regulation of biomineral tissue development",87,9,9.79,1
"GO:0070169","positive regulation of biomineral tissue development",47,4,5.29,1
"GO:0009605","response to external stimulus",2123,248,239,1
"GO:0009607","response to biotic stimulus",1438,155,161.88,1
"GO:0097205","renal filtration",23,5,2.59,1
"GO:1901605","alpha-amino acid metabolic process",193,31,21.73,1
"GO:1901606","alpha-amino acid catabolic process",101,20,11.37,1
"GO:1901607","alpha-amino acid biosynthetic process",56,6,6.3,1
"GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint",32,4,3.6,1
"GO:0010770","positive regulation of cell morphogenesis",37,4,4.17,1
"GO:0001101","response to acid chemical",106,18,11.93,1
"GO:0090257","regulation of muscle system process",230,30,25.89,1
"GO:0033151","V(D)J recombination",15,1,1.69,1
"GO:0002683","negative regulation of immune system process",482,51,54.26,1
"GO:0002685","regulation of leukocyte migration",200,31,22.51,1
"GO:0045598","regulation of fat cell differentiation",107,12,12.05,1
"GO:0002688","regulation of leukocyte chemotaxis",113,18,12.72,1
"GO:0010720","positive regulation of cell development",355,38,39.96,1
"GO:0002673","regulation of acute inflammatory response",39,3,4.39,1
"GO:0006991","response to sterol depletion",16,1,1.8,1
"GO:0034502","protein localization to chromosome",107,13,12.05,1
"GO:0010712","regulation of collagen metabolic process",42,4,4.73,1
"GO:0010713","negative regulation of collagen metabolic process",14,3,1.58,1
"GO:0110154","RNA decapping",27,2,3.04,1
"GO:0010714","positive regulation of collagen metabolic process",24,1,2.7,1
"GO:0110156","mRNA methylguanosine-cap decapping",23,2,2.59,1
"GO:0006996","organelle organization",3394,408,382.08,1
"GO:0010717","regulation of epithelial to mesenchymal transition",104,13,11.71,1
"GO:0090279","regulation of calcium ion import",40,7,4.5,1
"GO:0070142","synaptic vesicle budding",12,3,1.35,1
"GO:0033173","calcineurin-NFAT signaling cascade",41,7,4.62,1
"GO:0036314","response to sterol",30,5,3.38,1
"GO:0099003","vesicle-mediated transport in synapse",240,58,27.02,1
"GO:0010743","regulation of macrophage derived foam cell differentiation",33,3,3.71,1
"GO:0090224","regulation of spindle organization",47,6,5.29,1
"GO:0033121","regulation of purine nucleotide catabolic process",47,5,5.29,1
"GO:0061162","establishment of monopolar cell polarity",14,4,1.58,1
"GO:0033122","negative regulation of purine nucleotide catabolic process",15,3,1.69,1
"GO:0033123","positive regulation of purine nucleotide catabolic process",20,2,2.25,1
"GO:0036336","dendritic cell migration",29,3,3.26,1
"GO:0034694","response to prostaglandin",31,5,3.49,1
"GO:0034695","response to prostaglandin E",22,4,2.48,1
"GO:0045580","regulation of T cell differentiation",164,10,18.46,1
"GO:0033143","regulation of intracellular steroid hormone receptor signaling pathway",70,10,7.88,1
"GO:0033144","negative regulation of intracellular steroid hormone receptor signaling pathway",37,4,4.17,1
"GO:0002637","regulation of immunoglobulin production",53,3,5.97,1
"GO:0045589","regulation of regulatory T cell differentiation",42,1,4.73,1
"GO:0090231","regulation of spindle checkpoint",33,4,3.71,1
"GO:0090232","positive regulation of spindle checkpoint",21,4,2.36,1
"GO:0006956","complement activation",61,5,6.87,1
"GO:0033135","regulation of peptidyl-serine phosphorylation",30,4,3.38,1
"GO:0045576","mast cell activation",61,5,6.87,1
"GO:0097722","sperm motility",211,20,23.75,1
"GO:0006971","hypotonic response",13,2,1.46,1
"GO:2000241","regulation of reproductive process",139,11,15.65,1
"GO:0021761","limbic system development",68,14,7.66,1
"GO:0061117","negative regulation of heart growth",20,5,2.25,1
"GO:1904427","positive regulation of calcium ion transmembrane transport",53,7,5.97,1
"GO:0034650","cortisol metabolic process",14,1,1.58,1
"GO:0006921","cellular component disassembly involved in execution phase of apoptosis",26,1,2.93,1
"GO:0034654","nucleobase-containing compound biosynthetic process",4528,424,509.74,1
"GO:0034655","nucleobase-containing compound catabolic process",594,62,66.87,1
"GO:0090205","positive regulation of cholesterol metabolic process",22,3,2.48,1
"GO:0090207","regulation of triglyceride metabolic process",37,2,4.17,1
"GO:2000232","regulation of rRNA processing",18,1,2.03,1
"GO:0070293","renal absorption",33,1,3.71,1
"GO:0070296","sarcoplasmic reticulum calcium ion transport",45,10,5.07,1
"GO:0021782","glial cell development",91,14,10.24,1
"GO:0097734","extracellular exosome biogenesis",21,5,2.36,1
"GO:0044092","negative regulation of molecular function",212,26,23.87,1
"GO:0006942","regulation of striated muscle contraction",99,11,11.14,1
"GO:0044093","positive regulation of molecular function",358,47,40.3,1
"GO:0018958","phenol-containing compound metabolic process",96,17,10.81,1
"GO:0006949","syncytium formation",89,6,10.02,1
"GO:0006937","regulation of muscle contraction",162,21,18.24,1
"GO:1903053","regulation of extracellular matrix organization",62,7,6.98,1
"GO:0010866","regulation of triglyceride biosynthetic process",20,1,2.25,1
"GO:0036465","synaptic vesicle recycling",84,23,9.46,1
"GO:0097707","ferroptosis",31,12,3.49,1
"GO:0141193","nuclear receptor-mediated signaling pathway",182,23,20.49,1
"GO:0034643","establishment of mitochondrion localization, microtubule-mediated",26,5,2.93,1
"GO:0016441","post-transcriptional gene silencing",221,11,24.88,1
"GO:0010883","regulation of lipid storage",44,6,4.95,1
"GO:0016444","somatic cell DNA recombination",52,3,5.85,1
"GO:0016445","somatic diversification of immunoglobulins",54,3,6.08,1
"GO:0010885","regulation of cholesterol storage",17,1,1.91,1
"GO:0016447","somatic recombination of immunoglobulin gene segments",47,3,5.29,1
"GO:0006907","pinocytosis",23,6,2.59,1
"GO:0036480","neuron intrinsic apoptotic signaling pathway in response to oxidative stress",23,3,2.59,1
"GO:0033260","nuclear DNA replication",36,3,4.05,1
"GO:1903020","positive regulation of glycoprotein metabolic process",17,1,1.91,1
"GO:0010874","regulation of cholesterol efflux",45,2,5.07,1
"GO:0044085","cellular component biogenesis",3412,421,384.1,1
"GO:0010876","lipid localization",446,56,50.21,1
"GO:0010878","cholesterol storage",19,1,2.14,1
"GO:0044088","regulation of vacuole organization",55,10,6.19,1
"GO:0070227","lymphocyte apoptotic process",52,6,5.85,1
"GO:0070228","regulation of lymphocyte apoptotic process",39,6,4.39,1
"GO:0010827","regulation of D-glucose transmembrane transport",55,5,6.19,1
"GO:1903018","regulation of glycoprotein metabolic process",44,3,4.95,1
"GO:1903019","negative regulation of glycoprotein metabolic process",21,1,2.36,1
"GO:0010829","negative regulation of D-glucose transmembrane transport",16,1,1.8,1
"GO:0010817","regulation of hormone levels",472,62,53.14,1
"GO:0021700","developmental maturation",244,38,27.47,1
"GO:0010819","regulation of T cell chemotaxis",13,2,1.46,1
"GO:2000765","regulation of cytoplasmic translation",42,6,4.73,1
"GO:0030858","positive regulation of epithelial cell differentiation",55,3,6.19,1
"GO:1903034","regulation of response to wounding",151,19,17,1
"GO:0141187","nucleic acid biosynthetic process",4234,382,476.64,1
"GO:1903037","regulation of leukocyte cell-cell adhesion",339,22,38.16,1
"GO:0141188","nucleic acid catabolic process",419,33,47.17,1
"GO:0070230","positive regulation of lymphocyte apoptotic process",13,2,1.46,1
"GO:1903039","positive regulation of leukocyte cell-cell adhesion",240,14,27.02,1
"GO:0070231","T cell apoptotic process",33,5,3.71,1
"GO:0045661","regulation of myoblast differentiation",65,7,7.32,1
"GO:0030888","regulation of B cell proliferation",57,3,6.42,1
"GO:0010830","regulation of myotube differentiation",33,3,3.71,1
"GO:0044042","glucan metabolic process",71,4,7.99,1
"GO:0010833","telomere maintenance via telomere lengthening",73,9,8.22,1
"GO:0019395","fatty acid oxidation",96,12,10.81,1
"GO:0141176","gene silencing by piRNA-directed DNA methylation",15,1,1.69,1
"GO:0072087","renal vesicle development",14,1,1.58,1
"GO:2000780","negative regulation of double-strand break repair",37,2,4.17,1
"GO:0072088","nephron epithelium morphogenesis",51,3,5.74,1
"GO:0045652","regulation of megakaryocyte differentiation",29,1,3.26,1
"GO:0050790","regulation of catalytic activity",494,63,55.61,1
"GO:0048368","lateral mesoderm development",13,4,1.46,1
"GO:0050792","regulation of viral process",135,15,15.2,1
"GO:0050793","regulation of developmental process",2119,241,238.55,1
"GO:0050794","regulation of cellular process",10670,1254,1201.17,1
"GO:0141124","intracellular signaling cassette",1816,237,204.44,1
"GO:0072074","kidney mesenchyme development",16,1,1.8,1
"GO:0072077","renal vesicle morphogenesis",13,1,1.46,1
"GO:0072078","nephron tubule morphogenesis",49,3,5.52,1
"GO:0050798","activated T cell proliferation",38,2,4.28,1
"GO:0045682","regulation of epidermis development",45,5,5.07,1
"GO:0045684","positive regulation of epidermis development",25,2,2.81,1
"GO:0045685","regulation of glial cell differentiation",49,4,5.52,1
"GO:2000779","regulation of double-strand break repair",146,12,16.44,1
"GO:0001763","morphogenesis of a branching structure",89,10,10.02,1
"GO:0001767","establishment of lymphocyte polarity",13,1,1.46,1
"GO:0090737","telomere maintenance via telomere trimming",15,1,1.69,1
"GO:0072028","nephron morphogenesis",51,3,5.74,1
"GO:0030810","positive regulation of nucleotide biosynthetic process",15,5,1.69,1
"GO:0045670","regulation of osteoclast differentiation",59,5,6.64,1
"GO:0030811","regulation of nucleotide catabolic process",47,5,5.29,1
"GO:0030812","negative regulation of nucleotide catabolic process",15,3,1.69,1
"GO:0033233","regulation of protein sumoylation",21,2,2.36,1
"GO:0030813","positive regulation of nucleotide catabolic process",20,2,2.25,1
"GO:0033238","regulation of amine metabolic process",17,8,1.91,1
"GO:0072010","glomerular epithelium development",20,2,2.25,1
"GO:0019363","pyridine nucleotide biosynthetic process",22,5,2.48,1
"GO:0019365","pyridine nucleotide salvage",10,2,1.13,1
"GO:0035088","establishment or maintenance of apical/basal cell polarity",36,7,4.05,1
"GO:0045620","negative regulation of lymphocyte differentiation",58,3,6.53,1
"GO:0045622","regulation of T-helper cell differentiation",41,4,4.62,1
"GO:0045623","negative regulation of T-helper cell differentiation",16,2,1.8,1
"GO:1904177","regulation of adipose tissue development",26,4,2.93,1
"GO:0001783","B cell apoptotic process",16,1,1.8,1
"GO:0030832","regulation of actin filament length",134,15,15.08,1
"GO:0030834","regulation of actin filament depolymerization",54,5,6.08,1
"GO:0030835","negative regulation of actin filament depolymerization",46,5,5.18,1
"GO:0035020","regulation of Rac protein signal transduction",35,7,3.94,1
"GO:0045619","regulation of lymphocyte differentiation",188,11,21.16,1
"GO:0001775","cell activation",977,90,109.99,1
"GO:0061245","establishment or maintenance of bipolar cell polarity",36,7,4.05,1
