GO_ID	Term	Ontology	clusterProfiler_BH_FDR	clusterProfiler_raw_pvalue	clusterProfiler_FoldEnrichment	clusterProfiler_DE_gene_count	topGO_raw_pvalue	topGO_Annotated	topGO_DE_gene_count	topGO_Expected_DE_genes	gProfiler_Up_FDR	gProfiler_Up_intersection_size	gProfiler_Down_FDR	gProfiler_Down_intersection_size	Methods significantly enriched	Methods included	Significant method(s)	clusterProfiler_included	topGO_included	gProfiler_included	clusterProfiler_significant	topGO_significant	gProfiler_significant
GO:0048806	genitalia development	GO:BP					0.42653	21.0	3.0	2.36					0	1		False	True	False	False	False	False
GO:0071474	cellular hyperosmotic response	GO:BP					0.42653	21.0	3.0	2.36					0	1		False	True	False	False	False	False
GO:0071480	cellular response to gamma radiation	GO:BP					0.42653	21.0	3.0	2.36					0	1		False	True	False	False	False	False
GO:0090630	activation of GTPase activity	GO:BP					0.42653	21.0	3.0	2.36					0	1		False	True	False	False	False	False
GO:0170044	non-proteinogenic amino acid catabolic process	GO:BP					0.42653	21.0	3.0	2.36					0	1		False	True	False	False	False	False
GO:2000773	negative regulation of cellular senescence	GO:BP					0.42653	21.0	3.0	2.36					0	1		False	True	False	False	False	False
GO:0021536	diencephalon development	GO:BP					0.42657	40.0	5.0	4.5					0	1		False	True	False	False	False	False
GO:0061462	protein localization to lysosome	GO:BP					0.42658	49.0	6.0	5.52					0	1		False	True	False	False	False	False
GO:0032984	protein-containing complex disassembly	GO:BP					0.42668	247.0	28.0	27.81					0	1		False	True	False	False	False	False
GO:2000573	positive regulation of DNA biosynthetic process	GO:BP					0.42673	44.0	5.0	4.95					0	1		False	True	False	False	False	False
GO:0098708	D-glucose import across plasma membrane	GO:BP					0.42713	63.0	6.0	7.09					0	1		False	True	False	False	False	False
GO:0099171	presynaptic modulation of chemical synaptic transmission	GO:BP					0.4284	38.0	5.0	4.28					0	1		False	True	False	False	False	False
GO:0051050	positive regulation of transport	GO:BP					0.43099	787.0	117.0	88.6					0	1		False	True	False	False	False	False
GO:0048513	animal organ development	GO:BP					0.43369	2179.0	263.0	245.3					0	1		False	True	False	False	False	False
GO:0120031	plasma membrane bounded cell projection assembly	GO:BP					0.43494	557.0	78.0	62.7					0	1		False	True	False	False	False	False
GO:0170033	L-amino acid metabolic process	GO:BP					0.43624	159.0	29.0	17.9					0	1		False	True	False	False	False	False
GO:0006090	pyruvate metabolic process	GO:BP					0.43667	110.0	22.0	12.38					0	1		False	True	False	False	False	False
GO:1901292	nucleoside phosphate catabolic process	GO:BP					0.43672	174.0	29.0	19.59					0	1		False	True	False	False	False	False
GO:0060429	epithelium development	GO:BP					0.43699	807.0	99.0	90.85					0	1		False	True	False	False	False	False
GO:0010001	glial cell differentiation	GO:BP					0.43769	160.0	24.0	18.01					0	1		False	True	False	False	False	False
GO:0062197	cellular response to chemical stress	GO:BP					0.4378	288.0	38.0	32.42					0	1		False	True	False	False	False	False
GO:1902115	regulation of organelle assembly	GO:BP					0.43803	224.0	30.0	25.22					0	1		False	True	False	False	False	False
GO:0046839	phospholipid dephosphorylation	GO:BP					0.43809	39.0	9.0	4.39					0	1		False	True	False	False	False	False
GO:0030516	regulation of axon extension	GO:BP					0.43813	67.0	12.0	7.54					0	1		False	True	False	False	False	False
GO:0005996	monosaccharide metabolic process	GO:BP					0.43856	214.0	27.0	24.09					0	1		False	True	False	False	False	False
GO:0007035	vacuolar acidification	GO:BP					0.43887	37.0	6.0	4.17					0	1		False	True	False	False	False	False
GO:0032098	regulation of appetite	GO:BP					0.43887	28.0	5.0	3.15					0	1		False	True	False	False	False	False
GO:0045540	regulation of cholesterol biosynthetic process	GO:BP					0.43887	28.0	5.0	3.15					0	1		False	True	False	False	False	False
GO:0000578	embryonic axis specification	GO:BP					0.4389	29.0	5.0	3.26					0	1		False	True	False	False	False	False
GO:0097107	postsynaptic density assembly	GO:BP					0.4389	29.0	5.0	3.26					0	1		False	True	False	False	False	False
GO:0045936	negative regulation of phosphate metabolic process	GO:BP					0.43892	154.0	19.0	17.34					0	1		False	True	False	False	False	False
GO:1901526	positive regulation of mitophagy	GO:BP					0.43899	23.0	4.0	2.59					0	1		False	True	False	False	False	False
GO:0043393	regulation of protein binding	GO:BP					0.43903	33.0	5.0	3.71					0	1		False	True	False	False	False	False
GO:0045912	negative regulation of carbohydrate metabolic process	GO:BP					0.43906	43.0	6.0	4.84					0	1		False	True	False	False	False	False
GO:0048008	platelet-derived growth factor receptor signaling pathway	GO:BP					0.4391	44.0	6.0	4.95					0	1		False	True	False	False	False	False
GO:1902808	positive regulation of cell cycle G1/S phase transition	GO:BP					0.4391	53.0	7.0	5.97					0	1		False	True	False	False	False	False
GO:0045687	positive regulation of glial cell differentiation	GO:BP					0.43915	28.0	4.0	3.15					0	1		False	True	False	False	False	False
GO:0002063	chondrocyte development	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0006104	succinyl-CoA metabolic process	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0006686	sphingomyelin biosynthetic process	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0007398	ectoderm development	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0009143	nucleoside triphosphate catabolic process	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0010896	regulation of triglyceride catabolic process	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0010992	ubiquitin recycling	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0014029	neural crest formation	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0030502	negative regulation of bone mineralization	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0030836	positive regulation of actin filament depolymerization	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0031665	negative regulation of lipopolysaccharide-mediated signaling pathway	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0033189	response to vitamin A	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0033235	positive regulation of protein sumoylation	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0042373	vitamin K metabolic process	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0042761	very long-chain fatty acid biosynthetic process	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0043922	host-mediated suppression of viral transcription	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0044027	negative regulation of gene expression via chromosomal CpG island methylation	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0046716	muscle cell cellular homeostasis	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0048388	endosomal lumen acidification	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0050872	white fat cell differentiation	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0051639	actin filament network formation	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0060122	inner ear receptor cell stereocilium organization	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0061635	regulation of protein complex stability	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0072224	metanephric glomerulus development	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0090091	positive regulation of extracellular matrix disassembly	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0090399	replicative senescence	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:1900747	negative regulation of vascular endothelial growth factor signaling pathway	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:1900748	positive regulation of vascular endothelial growth factor signaling pathway	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:1901020	negative regulation of calcium ion transmembrane transporter activity	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:1902950	regulation of dendritic spine maintenance	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:1903490	positive regulation of mitotic cytokinesis	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:1903671	negative regulation of sprouting angiogenesis	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:1903798	regulation of miRNA processing	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:1904152	regulation of retrograde protein transport, ER to cytosol	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:1904749	regulation of protein localization to nucleolus	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:2000320	negative regulation of T-helper 17 cell differentiation	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:2001214	positive regulation of vasculogenesis	GO:BP					0.43924	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0006623	protein targeting to vacuole	GO:BP					0.43928	41.0	5.0	4.62					0	1		False	True	False	False	False	False
GO:0043409	negative regulation of MAPK cascade	GO:BP					0.43928	150.0	15.0	16.89					0	1		False	True	False	False	False	False
GO:0045048	protein insertion into ER membrane	GO:BP					0.43928	32.0	4.0	3.6					0	1		False	True	False	False	False	False
GO:0002407	dendritic cell chemotaxis	GO:BP					0.43931	24.0	3.0	2.7					0	1		False	True	False	False	False	False
GO:0006896	Golgi to vacuole transport	GO:BP					0.43934	25.0	3.0	2.81					0	1		False	True	False	False	False	False
GO:0030239	myofibril assembly	GO:BP					0.43976	65.0	6.0	7.32					0	1		False	True	False	False	False	False
GO:0044788	host-mediated perturbation of viral process	GO:BP					0.43977	74.0	7.0	8.33					0	1		False	True	False	False	False	False
GO:0050714	positive regulation of protein secretion	GO:BP					0.44067	135.0	24.0	15.2					0	1		False	True	False	False	False	False
GO:0140467	integrated stress response signaling	GO:BP					0.44139	53.0	7.0	5.97					0	1		False	True	False	False	False	False
GO:0031116	positive regulation of microtubule polymerization	GO:BP					0.44156	30.0	4.0	3.38					0	1		False	True	False	False	False	False
GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	GO:BP					0.44156	30.0	4.0	3.38					0	1		False	True	False	False	False	False
GO:0001568	blood vessel development	GO:BP					0.44166	602.0	60.0	67.77					0	1		False	True	False	False	False	False
GO:0032481	positive regulation of type I interferon production	GO:BP					0.44178	79.0	9.0	8.89					0	1		False	True	False	False	False	False
GO:0043524	negative regulation of neuron apoptotic process	GO:BP					0.44198	122.0	16.0	13.73					0	1		False	True	False	False	False	False
GO:1901796	regulation of signal transduction by p53 class mediator	GO:BP					0.4424	110.0	11.0	12.38					0	1		False	True	False	False	False	False
GO:0051898	negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	GO:BP					0.44529	56.0	7.0	6.3					0	1		False	True	False	False	False	False
GO:1901888	regulation of cell junction assembly	GO:BP					0.44702	262.0	44.0	29.49					0	1		False	True	False	False	False	False
GO:0016482	cytosolic transport	GO:BP					0.44742	138.0	28.0	15.54					0	1		False	True	False	False	False	False
GO:0009191	ribonucleoside diphosphate catabolic process	GO:BP					0.44795	92.0	20.0	10.36					0	1		False	True	False	False	False	False
GO:0045937	positive regulation of phosphate metabolic process	GO:BP					0.44811	296.0	42.0	33.32					0	1		False	True	False	False	False	False
GO:0009308	amine metabolic process	GO:BP					0.44822	78.0	17.0	8.78					0	1		False	True	False	False	False	False
GO:0090174	organelle membrane fusion	GO:BP					0.44823	132.0	23.0	14.86					0	1		False	True	False	False	False	False
GO:0019364	pyridine nucleotide catabolic process	GO:BP					0.44843	88.0	17.0	9.91					0	1		False	True	False	False	False	False
GO:0008219	cell death	GO:BP					0.44847	1730.0	201.0	194.75					0	1		False	True	False	False	False	False
GO:0006885	regulation of pH	GO:BP					0.44851	101.0	18.0	11.37					0	1		False	True	False	False	False	False
GO:0097553	calcium ion transmembrane import into cytosol	GO:BP					0.44884	170.0	24.0	19.14					0	1		False	True	False	False	False	False
GO:0006007	glucose catabolic process	GO:BP					0.44895	24.0	7.0	2.7					0	1		False	True	False	False	False	False
GO:0019083	viral transcription	GO:BP					0.44897	25.0	7.0	2.81					0	1		False	True	False	False	False	False
GO:0044090	positive regulation of vacuole organization	GO:BP					0.44899	26.0	7.0	2.93					0	1		False	True	False	False	False	False
GO:1904376	negative regulation of protein localization to cell periphery	GO:BP					0.44899	35.0	8.0	3.94					0	1		False	True	False	False	False	False
GO:0097035	regulation of membrane lipid distribution	GO:BP					0.44906	65.0	11.0	7.32					0	1		False	True	False	False	False	False
GO:0050857	positive regulation of antigen receptor-mediated signaling pathway	GO:BP					0.44909	22.0	6.0	2.48					0	1		False	True	False	False	False	False
GO:0032232	negative regulation of actin filament bundle assembly	GO:BP					0.44912	32.0	7.0	3.6					0	1		False	True	False	False	False	False
GO:0046485	ether lipid metabolic process	GO:BP					0.44912	23.0	6.0	2.59					0	1		False	True	False	False	False	False
GO:0060996	dendritic spine development	GO:BP					0.44913	86.0	13.0	9.68					0	1		False	True	False	False	False	False
GO:0090313	regulation of protein targeting to membrane	GO:BP					0.44924	29.0	6.0	3.26					0	1		False	True	False	False	False	False
GO:0006999	nuclear pore organization	GO:BP					0.44932	15.0	4.0	1.69					0	1		False	True	False	False	False	False
GO:0042278	purine nucleoside metabolic process	GO:BP					0.44932	24.0	5.0	2.7					0	1		False	True	False	False	False	False
GO:0003176	aortic valve development	GO:BP					0.44935	43.0	7.0	4.84					0	1		False	True	False	False	False	False
GO:0099623	regulation of cardiac muscle cell membrane repolarization	GO:BP					0.44936	26.0	5.0	2.93					0	1		False	True	False	False	False	False
GO:0071071	regulation of phospholipid biosynthetic process	GO:BP					0.4494	19.0	4.0	2.14					0	1		False	True	False	False	False	False
GO:1903727	positive regulation of phospholipid metabolic process	GO:BP					0.4494	19.0	4.0	2.14					0	1		False	True	False	False	False	False
GO:0036315	cellular response to sterol	GO:BP					0.44942	20.0	4.0	2.25					0	1		False	True	False	False	False	False
GO:1905874	regulation of postsynaptic density organization	GO:BP					0.44944	21.0	4.0	2.36					0	1		False	True	False	False	False	False
GO:1902175	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	GO:BP					0.44947	40.0	6.0	4.5					0	1		False	True	False	False	False	False
GO:0014048	regulation of glutamate secretion	GO:BP					0.4495	15.0	3.0	1.69					0	1		False	True	False	False	False	False
GO:0032925	regulation of activin receptor signaling pathway	GO:BP					0.44951	24.0	4.0	2.7					0	1		False	True	False	False	False	False
GO:0008154	actin polymerization or depolymerization	GO:BP					0.44952	167.0	20.0	18.8					0	1		False	True	False	False	False	False
GO:0051147	regulation of muscle cell differentiation	GO:BP					0.44953	123.0	15.0	13.85					0	1		False	True	False	False	False	False
GO:0097699	vascular endothelial cell response to fluid shear stress	GO:BP					0.44957	27.0	4.0	3.04					0	1		False	True	False	False	False	False
GO:0014909	smooth muscle cell migration	GO:BP					0.4496	64.0	8.0	7.2					0	1		False	True	False	False	False	False
GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway	GO:BP					0.44961	29.0	4.0	3.26					0	1		False	True	False	False	False	False
GO:0003309	type B pancreatic cell differentiation	GO:BP					0.44963	21.0	3.0	2.36					0	1		False	True	False	False	False	False
GO:0014910	regulation of smooth muscle cell migration	GO:BP					0.44966	58.0	7.0	6.53					0	1		False	True	False	False	False	False
GO:0006740	NADPH regeneration	GO:BP					0.44969	24.0	3.0	2.7					0	1		False	True	False	False	False	False
GO:0060324	face development	GO:BP					0.44969	24.0	3.0	2.7					0	1		False	True	False	False	False	False
GO:0002756	MyD88-independent toll-like receptor signaling pathway	GO:BP					0.44971	16.0	2.0	1.8					0	1		False	True	False	False	False	False
GO:0040001	establishment of mitotic spindle localization	GO:BP					0.44971	34.0	4.0	3.83					0	1		False	True	False	False	False	False
GO:0071895	odontoblast differentiation	GO:BP					0.44971	16.0	2.0	1.8					0	1		False	True	False	False	False	False
GO:1900424	regulation of defense response to bacterium	GO:BP					0.44971	16.0	2.0	1.8					0	1		False	True	False	False	False	False
GO:1903409	reactive oxygen species biosynthetic process	GO:BP					0.44974	53.0	6.0	5.97					0	1		False	True	False	False	False	False
GO:0048021	regulation of melanin biosynthetic process	GO:BP					0.44975	18.0	2.0	2.03					0	1		False	True	False	False	False	False
GO:1990822	basic amino acid transmembrane transport	GO:BP					0.44979	20.0	2.0	2.25					0	1		False	True	False	False	False	False
GO:0009147	pyrimidine nucleoside triphosphate metabolic process	GO:BP					0.44983	22.0	2.0	2.48					0	1		False	True	False	False	False	False
GO:0032465	regulation of cytokinesis	GO:BP					0.44983	89.0	14.0	10.02					0	1		False	True	False	False	False	False
GO:1902108	regulation of mitochondrial membrane permeability involved in apoptotic process	GO:BP					0.44986	32.0	3.0	3.6					0	1		False	True	False	False	False	False
GO:0042168	heme metabolic process	GO:BP					0.44994	45.0	4.0	5.07					0	1		False	True	False	False	False	False
GO:0072595	maintenance of protein localization in organelle	GO:BP					0.44996	37.0	3.0	4.17					0	1		False	True	False	False	False	False
GO:0044091	membrane biogenesis	GO:BP					0.44999	65.0	6.0	7.32					0	1		False	True	False	False	False	False
GO:0030856	regulation of epithelial cell differentiation	GO:BP					0.45003	120.0	12.0	13.51					0	1		False	True	False	False	False	False
GO:0050912	detection of chemical stimulus involved in sensory perception of taste	GO:BP					0.45008	34.0	2.0	3.83					0	1		False	True	False	False	False	False
GO:0008406	gonad development	GO:BP					0.45011	124.0	12.0	13.96					0	1		False	True	False	False	False	False
GO:0046822	regulation of nucleocytoplasmic transport	GO:BP					0.45012	98.0	9.0	11.03					0	1		False	True	False	False	False	False
GO:0046850	regulation of bone remodeling	GO:BP					0.45013	45.0	3.0	5.07					0	1		False	True	False	False	False	False
GO:0009299	mRNA transcription	GO:BP					0.45021	49.0	3.0	5.52					0	1		False	True	False	False	False	False
GO:0010389	regulation of G2/M transition of mitotic cell cycle	GO:BP					0.45027	96.0	8.0	10.81					0	1		False	True	False	False	False	False
GO:0002263	cell activation involved in immune response	GO:BP					0.45055	269.0	26.0	30.28					0	1		False	True	False	False	False	False
GO:0061014	positive regulation of mRNA catabolic process	GO:BP					0.45055	145.0	12.0	16.32					0	1		False	True	False	False	False	False
GO:0051250	negative regulation of lymphocyte activation	GO:BP					0.4509	144.0	10.0	16.21					0	1		False	True	False	False	False	False
GO:0070979	protein K11-linked ubiquitination	GO:BP					0.45144	39.0	5.0	4.39					0	1		False	True	False	False	False	False
GO:0072530	purine-containing compound transmembrane transport	GO:BP					0.45144	39.0	5.0	4.39					0	1		False	True	False	False	False	False
GO:0002684	positive regulation of immune system process	GO:BP					0.45188	1029.0	105.0	115.84					0	1		False	True	False	False	False	False
GO:0045321	leukocyte activation	GO:BP					0.4529	837.0	78.0	94.22					0	1		False	True	False	False	False	False
GO:0070374	positive regulation of ERK1 and ERK2 cascade	GO:BP					0.45504	179.0	21.0	20.15					0	1		False	True	False	False	False	False
GO:0022402	cell cycle process	GO:BP					0.45508	1233.0	112.0	138.8					0	1		False	True	False	False	False	False
GO:0072594	establishment of protein localization to organelle	GO:BP					0.45529	350.0	46.0	39.4					0	1		False	True	False	False	False	False
GO:0046777	protein autophosphorylation	GO:BP					0.45678	109.0	13.0	12.27					0	1		False	True	False	False	False	False
GO:0046475	glycerophospholipid catabolic process	GO:BP					0.45741	37.0	5.0	4.17					0	1		False	True	False	False	False	False
GO:0034389	lipid droplet organization	GO:BP					0.45745	38.0	5.0	4.28					0	1		False	True	False	False	False	False
GO:0016973	poly(A)+ mRNA export from nucleus	GO:BP					0.45752	22.0	3.0	2.48					0	1		False	True	False	False	False	False
GO:0022612	gland morphogenesis	GO:BP					0.45752	22.0	3.0	2.48					0	1		False	True	False	False	False	False
GO:0032469	endoplasmic reticulum calcium ion homeostasis	GO:BP					0.45752	22.0	3.0	2.48					0	1		False	True	False	False	False	False
GO:0042462	eye photoreceptor cell development	GO:BP					0.45752	22.0	3.0	2.48					0	1		False	True	False	False	False	False
GO:0071468	cellular response to acidic pH	GO:BP					0.45752	22.0	3.0	2.48					0	1		False	True	False	False	False	False
GO:0097700	vascular endothelial cell response to laminar fluid shear stress	GO:BP					0.45752	22.0	3.0	2.48					0	1		False	True	False	False	False	False
GO:1900102	negative regulation of endoplasmic reticulum unfolded protein response	GO:BP					0.45752	22.0	3.0	2.48					0	1		False	True	False	False	False	False
GO:1902074	response to salt	GO:BP					0.45752	22.0	3.0	2.48					0	1		False	True	False	False	False	False
GO:1904491	protein localization to ciliary transition zone	GO:BP					0.45752	22.0	3.0	2.48					0	1		False	True	False	False	False	False
GO:0019228	neuronal action potential	GO:BP					0.45757	32.0	4.0	3.6					0	1		False	True	False	False	False	False
GO:0007608	sensory perception of smell	GO:BP					0.45834	246.0	26.0	27.69					0	1		False	True	False	False	False	False
GO:0071709	membrane assembly	GO:BP					0.45835	60.0	5.0	6.75					0	1		False	True	False	False	False	False
GO:0071216	cellular response to biotic stimulus	GO:BP					0.46043	217.0	17.0	24.43					0	1		False	True	False	False	False	False
GO:0009968	negative regulation of signal transduction	GO:BP					0.46374	1283.0	165.0	144.43					0	1		False	True	False	False	False	False
GO:0045165	cell fate commitment	GO:BP					0.46389	184.0	22.0	20.71					0	1		False	True	False	False	False	False
GO:0051241	negative regulation of multicellular organismal process	GO:BP					0.46434	999.0	117.0	112.46					0	1		False	True	False	False	False	False
GO:0009615	response to virus	GO:BP					0.46684	380.0	39.0	42.78					0	1		False	True	False	False	False	False
GO:0003151	outflow tract morphogenesis	GO:BP					0.4673	62.0	8.0	6.98					0	1		False	True	False	False	False	False
GO:0080135	regulation of cellular response to stress	GO:BP					0.46773	506.0	57.0	56.96					0	1		False	True	False	False	False	False
GO:0045893	positive regulation of DNA-templated transcription	GO:BP					0.47017	1588.0	163.0	178.77					0	1		False	True	False	False	False	False
GO:0006468	protein phosphorylation	GO:BP					0.47306	615.0	75.0	69.23					0	1		False	True	False	False	False	False
GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	GO:BP					0.47421	40.0	5.0	4.5					0	1		False	True	False	False	False	False
GO:0045597	positive regulation of cell differentiation	GO:BP					0.47495	728.0	81.0	81.95					0	1		False	True	False	False	False	False
GO:0006520	amino acid metabolic process	GO:BP					0.47587	271.0	40.0	30.51					0	1		False	True	False	False	False	False
GO:0001525	angiogenesis	GO:BP					0.4766	511.0	49.0	57.53					0	1		False	True	False	False	False	False
GO:0034764	positive regulation of transmembrane transport	GO:BP					0.47699	162.0	24.0	18.24					0	1		False	True	False	False	False	False
GO:0030510	regulation of BMP signaling pathway	GO:BP					0.47768	94.0	14.0	10.58					0	1		False	True	False	False	False	False
GO:0099054	presynapse assembly	GO:BP					0.47783	45.0	8.0	5.07					0	1		False	True	False	False	False	False
GO:1904385	cellular response to angiotensin	GO:BP					0.47798	32.0	6.0	3.6					0	1		False	True	False	False	False	False
GO:0007004	telomere maintenance via telomerase	GO:BP					0.47803	60.0	9.0	6.75					0	1		False	True	False	False	False	False
GO:1902176	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	GO:BP					0.47814	28.0	5.0	3.15					0	1		False	True	False	False	False	False
GO:0006672	ceramide metabolic process	GO:BP					0.47821	101.0	13.0	11.37					0	1		False	True	False	False	False	False
GO:0035459	vesicle cargo loading	GO:BP					0.47831	33.0	5.0	3.71					0	1		False	True	False	False	False	False
GO:0006518	peptide metabolic process	GO:BP					0.47845	55.0	7.0	6.19					0	1		False	True	False	False	False	False
GO:0006739	NADP+ metabolic process	GO:BP					0.47847	38.0	5.0	4.28					0	1		False	True	False	False	False	False
GO:1903747	regulation of protein localization to mitochondrion	GO:BP					0.47851	48.0	6.0	5.4					0	1		False	True	False	False	False	False
GO:0001782	B cell homeostasis	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0002089	lens morphogenesis in camera-type eye	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0002283	neutrophil activation involved in immune response	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0002327	immature B cell differentiation	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0002503	peptide antigen assembly with MHC class II protein complex	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0002830	positive regulation of type 2 immune response	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0003084	positive regulation of systemic arterial blood pressure	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0006000	fructose metabolic process	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0007250	activation of NF-kappaB-inducing kinase activity	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0009164	nucleoside catabolic process	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0009437	carnitine metabolic process	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0010635	regulation of mitochondrial fusion	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0010642	negative regulation of platelet-derived growth factor receptor signaling pathway	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0010763	positive regulation of fibroblast migration	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0010935	regulation of macrophage cytokine production	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0010958	regulation of amino acid import across plasma membrane	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0015801	aromatic amino acid transport	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0030497	fatty acid elongation	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0031571	mitotic G1 DNA damage checkpoint signaling	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0032754	positive regulation of interleukin-5 production	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0034333	adherens junction assembly	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0035791	platelet-derived growth factor receptor-beta signaling pathway	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0043278	response to morphine	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0044314	protein K27-linked ubiquitination	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0044342	type B pancreatic cell proliferation	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
GO:0044857	plasma membrane raft organization	GO:BP					0.47856	14.0	2.0	1.58					0	1		False	True	False	False	False	False
