GO_ID	Term	Ontology	clusterProfiler_BH_FDR	clusterProfiler_raw_pvalue	clusterProfiler_FoldEnrichment	clusterProfiler_DE_gene_count	topGO_raw_pvalue	topGO_Annotated	topGO_DE_gene_count	topGO_Expected_DE_genes	gProfiler_Up_FDR	gProfiler_Up_intersection_size	gProfiler_Down_FDR	gProfiler_Down_intersection_size	Methods significantly enriched	Methods included	Significant method(s)	clusterProfiler_included	topGO_included	gProfiler_included	clusterProfiler_significant	topGO_significant	gProfiler_significant
GO:0060341	regulation of cellular localization	GO:BP					1.0	503.0	83.0	56.62			5.02840784526952e-05	64.0	1	2	gProfiler2 (Up/Down)	False	True	True	False	False	True
GO:0043412	macromolecule modification	GO:BP					1.0	2028.0	258.0	228.3			5.154560689755458e-05	216.0	1	2	gProfiler2 (Up/Down)	False	True	True	False	False	True
GO:0051640	organelle localization	GO:BP					0.50754	574.0	85.0	64.62			6.313598708399035e-05	72.0	1	2	gProfiler2 (Up/Down)	False	True	True	False	False	True
GO:0055082	intracellular chemical homeostasis	GO:BP					0.42974	578.0	93.0	65.07			6.347078713547931e-05	73.0	1	2	gProfiler2 (Up/Down)	False	True	True	False	False	True
GO:0002064	epithelial cell development	GO:BP					0.54028	125.0	19.0	14.07	8.383216509639034e-05	24.0			1	2	gProfiler2 (Up/Down)	False	True	True	False	False	True
GO:0048167	regulation of synaptic plasticity	GO:BP					0.02368	176.0	33.0	19.81			8.399505816303056e-05	36.0	1	2	gProfiler2 (Up/Down)	False	True	True	False	False	True
GO:0140238	presynaptic endocytosis	GO:BP	0.00195203415408	6.23184612570143e-06	2.6825979369978	23.0	0.37751	76.0	23.0	8.56					1	2	clusterProfiler	True	True	False	True	False	False
GO:0048488	synaptic vesicle endocytosis	GO:BP	0.0023091453678038	8.293313588251e-06	2.70851675764513	22.0	0.03002	72.0	22.0	8.11					1	2	clusterProfiler	True	True	False	True	False	False
GO:1903421	regulation of synaptic vesicle recycling	GO:BP	0.0023091453678038	8.67284645184529e-06	4.09118615140802	12.0	0.09979	26.0	12.0	2.93					1	2	clusterProfiler	True	True	False	True	False	False
GO:0036465	synaptic vesicle recycling	GO:BP	0.0057464298029877	3.77699611463982e-05	2.42711241918849	23.0	1.0	84.0	23.0	9.46					1	2	clusterProfiler	True	True	False	True	False	False
GO:0110075	regulation of ferroptosis	GO:BP	0.007065132964928	5.04178502661535e-05	3.54569466455362	12.0	1.0	30.0	12.0	3.38					1	2	clusterProfiler	True	True	False	True	False	False
GO:0043648	dicarboxylic acid metabolic process	GO:BP	0.007723012113261	5.65629056182498e-05	2.37066794432364	23.0	0.17109	86.0	23.0	9.68					1	2	clusterProfiler	True	True	False	True	False	False
GO:0097707	ferroptosis	GO:BP	0.0087393636810435	7.38537775862836e-05	3.43131741730995	12.0	1.0	31.0	12.0	3.49					1	2	clusterProfiler	True	True	False	True	False	False
GO:0110020	regulation of actomyosin structure organization	GO:BP	0.0087393636810435	7.33934691326004e-05	2.2875449448733	24.0	0.2663	93.0	24.0	10.47					1	2	clusterProfiler	True	True	False	True	False	False
GO:0042069	regulation of catecholamine metabolic process	GO:BP	0.0089558397375449	8.00076477923525e-05	4.72759288607149	8.0	1.0	15.0	8.0	1.69					1	2	clusterProfiler	True	True	False	True	False	False
GO:0014046	dopamine secretion	GO:BP	0.0095359865836567	9.30325115776307e-05	3.85401593973219	10.0	1.0	23.0	10.0	2.59					1	2	clusterProfiler	True	True	False	True	False	False
GO:0097485	neuron projection guidance	GO:BP	0.0095359865836567	9.12291535448432e-05	1.85863026770956	39.0	1.0	186.0	39.0	20.94					1	2	clusterProfiler	True	True	False	True	False	False
GO:0021543	pallium development	GO:BP	0.009698159479762	9.65262821459882e-05	2.07308760629143	29.0	1.0	124.0	29.0	13.96					1	2	clusterProfiler	True	True	False	True	False	False
GO:0031345	negative regulation of cell projection organization	GO:BP	0.0290829466402254	0.0003713878631991	1.83974723160801	33.0	0.01039	158.0	32.0	17.79					1	2	clusterProfiler	True	True	False	True	False	False
GO:0030900	forebrain development	GO:BP	0.0339639258582441	0.0004656087488548	1.63380048268647	47.0	0.01048	255.0	47.0	28.71					1	2	clusterProfiler	True	True	False	True	False	False
GO:0051492	regulation of stress fiber assembly	GO:BP	0.0112479591077508	0.0001140638106701	2.32158579226725	22.0	0.05093	84.0	22.0	9.46					1	2	clusterProfiler	True	True	False	True	False	False
GO:0032231	regulation of actin filament bundle assembly	GO:BP	0.0139868305017663	0.0001496014227541	2.19321319456925	24.0	1.0	97.0	24.0	10.92					1	2	clusterProfiler	True	True	False	True	False	False
GO:0006865	amino acid transport	GO:BP	0.0171382254486395	0.0001898883195248	1.94887472697096	31.0	0.02698	142.0	31.0	15.99					1	2	clusterProfiler	True	True	False	True	False	False
GO:0033238	regulation of amine metabolic process	GO:BP	0.0207467846057492	0.0002454549164623	4.17140548771014	8.0	1.0	17.0	8.0	1.91					1	2	clusterProfiler	True	True	False	True	False	False
GO:1904375	regulation of protein localization to cell periphery	GO:BP	0.0224707548266897	0.0002700710439264	1.8910371544286	32.0	1.0	151.0	32.0	17.0					1	2	clusterProfiler	True	True	False	True	False	False
GO:0006163	purine nucleotide metabolic process	GO:BP	0.0259569565946741	0.0003168454795594	1.50241299345492	70.0	1.0	414.0	70.0	46.61					1	2	clusterProfiler	True	True	False	True	False	False
GO:0030705	cytoskeleton-dependent intracellular transport	GO:BP	0.0277160229682859	0.0003435225381984	1.72243461192771	41.0	0.02688	213.0	41.0	23.98					1	2	clusterProfiler	True	True	False	True	False	False
GO:0051963	regulation of synapse assembly	GO:BP	0.0487190518541016	0.0007396426840882	1.77284733227681	33.0	0.03096	166.0	33.0	18.69					1	2	clusterProfiler	True	True	False	True	False	False
GO:0006893	Golgi to plasma membrane transport	GO:BP	0.0311021073128843	0.000403013221519	2.34641558683695	18.0	0.15938	69.0	18.0	7.77					1	2	clusterProfiler	True	True	False	True	False	False
GO:0021987	cerebral cortex development	GO:BP	0.0487190518541016	0.0007450220397402	2.0915614594277	21.0	0.03259	89.0	21.0	10.02					1	2	clusterProfiler	True	True	False	True	False	False
GO:0021537	telencephalon development	GO:BP	0.0327326304344712	0.0004364350724596	1.77284733227681	36.0	0.72158	180.0	36.0	20.26					1	2	clusterProfiler	True	True	False	True	False	False
GO:0051259	protein complex oligomerization	GO:BP	0.0327326304344712	0.0004344326672915	1.61167939297892	50.0	0.74343	275.0	50.0	30.96					1	2	clusterProfiler	True	True	False	True	False	False
GO:0061615	glycolytic process through fructose-6-phosphate	GO:BP	0.0379158293261	0.0005411461086917	3.46861434575897	9.0	0.03498	23.0	9.0	2.59					1	2	clusterProfiler	True	True	False	True	False	False
GO:0006892	post-Golgi vesicle-mediated transport	GO:BP	0.0360190426168836	0.0005073104593927	1.96983036919645	26.0	0.75903	118.0	26.0	13.28					1	2	clusterProfiler	True	True	False	True	False	False
GO:0043001	Golgi to plasma membrane protein transport	GO:BP	0.0360190426168836	0.000500787545141	2.74369229995221	13.0	0.04471	43.0	13.0	4.84					1	2	clusterProfiler	True	True	False	True	False	False
GO:0016050	vesicle organization	GO:BP	0.0435274860495167	0.0006294115353639	1.5012013700731	63.0	0.65432	374.0	63.0	42.1					1	2	clusterProfiler	True	True	False	True	False	False
GO:0046496	nicotinamide nucleotide metabolic process	GO:BP	0.0487190518541016	0.0007502276529645	1.80783774015069	31.0	1.0	152.0	31.0	17.11					1	2	clusterProfiler	True	True	False	True	False	False
GO:0045202	synapse												8.45540061882122e-56	269.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0030054	cell junction												3.062291567860146e-41	310.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0016020	membrane												8.654032132608651e-37	821.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0043005	neuron projection												1.324188189374774e-34	202.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0005737	cytoplasm												6.0846773224511285e-30	949.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0098793	presynapse												5.386054372744114e-29	119.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0031090	organelle membrane												1.0015222225900463e-24	383.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0030424	axon												6.163376802245459e-24	113.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0012505	endomembrane system												1.0434930585734449e-23	456.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0042995	cell projection												1.1873387909448941e-23	282.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0098588	bounding membrane of organelle												4.675290417990538e-22	254.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0120025	plasma membrane bounded cell projection												2.7808006694184973e-20	263.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0036477	somatodendritic compartment												5.490164449774459e-20	125.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0098794	postsynapse												2.4751863510838414e-19	115.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0031982	vesicle												3.421341756953301e-19	376.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0097060	synaptic membrane												4.650610929697455e-19	82.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0098978	glutamatergic synapse												2.29285014408582e-18	94.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0005515	protein binding												6.303868514593952e-18	1109.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0031410	cytoplasmic vesicle												7.636157759292377e-18	263.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0097708	intracellular vesicle												1.1771779883730125e-17	263.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0098982	GABA-ergic synapse												5.39775537293133e-17	37.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0030425	dendrite												5.088712696725023e-16	95.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0097447	dendritic tree												6.391616488310612e-16	95.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0071944	cell periphery												8.809329380262293e-16	513.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0030133	transport vesicle												1.8025549866169968e-15	77.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0005886	plasma membrane												2.154629596956061e-15	488.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0008021	synaptic vesicle												3.970225769834242e-15	51.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0070382	exocytic vesicle												6.24776168789509e-15	53.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0012506	vesicle membrane												1.8905570273090185e-14	152.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0030659	cytoplasmic vesicle membrane												2.6654539186265287e-14	150.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0030672	synaptic vesicle membrane												1.680738586095209e-13	38.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0099501	exocytic vesicle membrane												1.680738586095209e-13	38.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0030658	transport vesicle membrane												7.105442953897945e-12	50.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0045211	postsynaptic membrane												1.276973028421373e-10	54.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0043025	neuronal cell body												1.4616881027652358e-10	70.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0099572	postsynaptic specialization												3.8098626493732825e-10	60.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0005829	cytosol												1.159833655191498e-09	441.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0098590	plasma membrane region												1.1631405313353386e-09	140.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0044297	cell body												1.5860083720971303e-09	74.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0099503	secretory vesicle												3.3228401126081703e-09	121.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0150034	distal axon												4.561018952734877e-09	47.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0005794	Golgi apparatus												5.021102622001285e-09	167.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0098984	neuron to neuron synapse												8.061266000897205e-09	59.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0110165	cellular anatomical structure												9.565317117625502e-09	1312.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0042734	presynaptic membrane												1.9605554268831334e-08	35.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:1990351	transporter complex												2.962304687902144e-08	71.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0034702	monoatomic ion channel complex												3.115016530578717e-08	56.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:1902495	transmembrane transporter complex												3.2116208007173146e-08	69.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0005768	endosome												1.907071399830787e-07	115.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0005215	transporter activity												4.0341605594350717e-07	137.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0015075	monoatomic ion transmembrane transporter activity												4.585453941802812e-07	95.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0008076	voltage-gated potassium channel complex												4.685051849594437e-07	23.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0014069	postsynaptic density												6.97068420587318e-07	50.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0032279	asymmetric synapse												1.1028621202894655e-06	51.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0031984	organelle subcompartment												1.5640010961724194e-06	149.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0099634	postsynaptic specialization membrane												1.6443019650822095e-06	29.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0005773	vacuole												1.917279821160195e-06	96.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0030136	clathrin-coated vesicle												3.029840362140926e-06	37.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0022857	transmembrane transporter activity												3.3206498847575754e-06	124.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0098796	membrane protein complex												4.1811480180379056e-06	135.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0034705	potassium channel complex												5.293683693782877e-06	23.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0034703	cation channel complex												7.305929037541348e-06	38.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0000139	Golgi membrane												9.654661987204495e-06	79.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0010008	endosome membrane												1.3418190854365672e-05	69.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0043204	perikaryon												1.9893749603358783e-05	28.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0044304	main axon												2.4489515450003263e-05	18.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0030665	clathrin-coated vesicle membrane												3.056555407063731e-05	26.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0008324	monoatomic cation transmembrane transporter activity												3.667755348499426e-05	79.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0005783	endoplasmic reticulum												8.153419815962812e-05	181.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0043679	axon terminus												9.01754980829886e-05	22.0	1	1	gProfiler2 (Up/Down)	False	False	True	False	False	True
GO:0045920	negative regulation of exocytosis	GO:BP					0.00102	31.0	9.0	3.49					1	1	topGO	False	True	False	False	True	False
GO:0007214	gamma-aminobutyric acid signaling pathway	GO:BP					0.00108	25.0	9.0	2.81					1	1	topGO	False	True	False	False	True	False
GO:0021766	hippocampus development	GO:BP					0.00109	50.0	13.0	5.63					1	1	topGO	False	True	False	False	True	False
GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	GO:BP					0.00135	97.0	22.0	10.92					1	1	topGO	False	True	False	False	True	False
GO:0070534	protein K63-linked ubiquitination	GO:BP					0.00157	78.0	18.0	8.78					1	1	topGO	False	True	False	False	True	False
GO:0006103	2-oxoglutarate metabolic process	GO:BP					0.00158	17.0	7.0	1.91					1	1	topGO	False	True	False	False	True	False
GO:0042996	regulation of Golgi to plasma membrane protein transport	GO:BP					0.00172	13.0	6.0	1.46					1	1	topGO	False	True	False	False	True	False
GO:0050777	negative regulation of immune response	GO:BP					0.00172	189.0	25.0	21.28					1	1	topGO	False	True	False	False	True	False
GO:0007613	memory	GO:BP					0.00181	87.0	19.0	9.79					1	1	topGO	False	True	False	False	True	False
GO:0021795	cerebral cortex cell migration	GO:BP					0.00198	29.0	9.0	3.26					1	1	topGO	False	True	False	False	True	False
GO:0170040	proteinogenic amino acid catabolic process	GO:BP					0.0024	91.0	20.0	10.24					1	1	topGO	False	True	False	False	True	False
GO:1901381	positive regulation of potassium ion transmembrane transport	GO:BP					0.00263	23.0	8.0	2.59					1	1	topGO	False	True	False	False	True	False
GO:0043650	dicarboxylic acid biosynthetic process	GO:BP					0.00272	14.0	6.0	1.58					1	1	topGO	False	True	False	False	True	False
GO:0031349	positive regulation of defense response	GO:BP					0.00277	503.0	63.0	56.62					1	1	topGO	False	True	False	False	True	False
GO:0090394	negative regulation of excitatory postsynaptic potential	GO:BP					0.00278	10.0	5.0	1.13					1	1	topGO	False	True	False	False	True	False
GO:1902667	regulation of axon guidance	GO:BP					0.00278	10.0	5.0	1.13					1	1	topGO	False	True	False	False	True	False
GO:0042177	negative regulation of protein catabolic process	GO:BP					0.00289	118.0	21.0	13.28					1	1	topGO	False	True	False	False	True	False
GO:0051496	positive regulation of stress fiber assembly	GO:BP					0.0029	50.0	13.0	5.63					1	1	topGO	False	True	False	False	True	False
GO:0031122	cytoplasmic microtubule organization	GO:BP					0.00291	65.0	14.0	7.32					1	1	topGO	False	True	False	False	True	False
GO:0006511	ubiquitin-dependent protein catabolic process	GO:BP					0.00325	685.0	91.0	77.11					1	1	topGO	False	True	False	False	True	False
GO:0033365	protein localization to organelle	GO:BP					0.0033	882.0	126.0	99.29					1	1	topGO	False	True	False	False	True	False
GO:0060291	long-term synaptic potentiation	GO:BP					0.00372	80.0	16.0	9.01					1	1	topGO	False	True	False	False	True	False
GO:0015813	L-glutamate transmembrane transport	GO:BP					0.00411	28.0	7.0	3.15					1	1	topGO	False	True	False	False	True	False
GO:0021952	central nervous system projection neuron axonogenesis	GO:BP					0.00411	15.0	6.0	1.69					1	1	topGO	False	True	False	False	True	False
