Gene	symbol	log2FC	t	pvalue	padj	significant
ENSG00000104881	PPP1R13L	0.17075018800530573	4.448758839159335	3.468164824002802e-05	0.012866097039430032	Up
ENSG00000197724	PHF2	0.11667436729104885	4.447721094978149	3.493688876888142e-05	0.012866097039430032	Up
ENSG00000072315	TRPC5	-0.25013633797603685	-4.440263674047653	3.565630415232107e-05	0.012866097039430032	Down
ENSG00000145919	BOD1	-0.08735246516435513	-4.501723691419872	3.593634987860065e-05	0.012866097039430032	Not significant
ENSG00000167306	MYO5B	-0.1857215291283476	-4.436027871136689	3.6514774257543146e-05	0.012866097039430032	Down
ENSG00000172292	CERS6	-0.3943299027044773	-4.431844505234464	3.6760163819708884e-05	0.012866097039430032	Down
ENSG00000104044	OCA2	-0.10695469156829107	-4.428178328688108	3.761363315824577e-05	0.012866097039430032	Down
ENSG00000078902	TOLLIP	-0.36959654861510494	-4.4311010678290215	3.765765700408519e-05	0.012866097039430032	Down
ENSG00000154027	AK5	-0.30776628456269073	-4.415460641524391	3.912452203013817e-05	0.012866097039430032	Down
ENSG00000120337	TNFSF18	-0.1835976585067688	-4.424553199868637	3.961416302054332e-05	0.012866097039430032	Down
ENSG00000251621		-0.19425641212179656	-4.422617406424956	3.986569979490567e-05	0.012866097039430032	Down
ENSG00000183617	MRPL54	-0.09674775168498662	-4.409500460445671	4.0053730117570566e-05	0.012866097039430032	Not significant
ENSG00000227258	SMIM2-AS1	-0.09922820388196074	-4.409609484723724	4.010554868983617e-05	0.012866097039430032	Not significant
ENSG00000229970		-0.17572622199778087	-4.437913900562817	4.015937932584355e-05	0.012866097039430032	Down
